reviewid,content,sentiment,product,price,delivery,service,app,source_file,risk_level,risk_score,label_count
86f48a76-0d3b-4d4c-910a-405fb923b996,Ứng dụng tiếp tay kẻ lừa đảo bán hàng và cũng là ứng dụng tệ hại .. Shop giao không đúng hàng . t cho shop ..shop đồng ý cho trả hàng mà CSKH của tikki cứ hỏi lý do rồi chỉ qua chỉ lại nói lát hết mẹ 50k tiền card .. Mà cũng k cho mình trả hàng . đơn hàng hơn 500k,negative,1,1,0,0,1,absa_annotation_batch_003.csv,medium,3,3
323a8a51-3587-4030-bf30-f734cf655f39,Ban đầu mọi thứ bình thường Tôi đặt hàng như mọi khi Nhưng sđt tôi quên đổi nên hủy đơn hàng Trong khi đó mã giảm giá tôi đã áp dụng vô nhưng hàng của tôi còn chưa xác nhận khi tôi ra lại để đặt lại thì mã giảm giá của tôi đã ghi là đã SỬ DỤNG nhưng tôi còn chưa sử dụng tôi chỉ quên thay đổi sđt để đặt hàng nên hủy để đặt lại vậy mà shendo lại ghi là tôi đã sử dụng ? Tôi ko thích điều này chút nào Vậy thật bất công Tôi mún shendo sửa lỗi này,negative,1,1,0,0,1,absa_annotation_batch_003.csv,medium,3,3
f04ce638-c6f9-495b-817f-5a90ae69d619,làm ăn vớ vẩn. sai địa chỉ ship ăn cmn hàng đã thanh toán luôn. gọi tổng đài chả đc cái tác dụng gì,negative,1,0,1,0,1,absa_annotation_batch_003.csv,medium,3,3
56d5d0be-092e-499e-8d47-ca3132fb2ae2,cái kiểu mà mua đặt hàng 4.5 ngày rồi không giao sản phẩm lên giá thì báo hủy đơn hàng .rồi thông báo lỗi.lỗi j vậy,negative,1,1,0,0,1,absa_annotation_batch_003.csv,medium,3,3
f2dba900-774b-42a2-a1fb-3486daf0156c,"Sao xem thông tin đơn hàng không được vậy. Giao hàng không biết đường xem 
thông tin hàng nè",neutral,1,0,1,0,1,absa_annotation_batch_003.csv,medium,3,3
1a10562e-f67f-4fb6-9326-dbb6a2e79f5e,Tự nhiên tiki hông cho thanh toán tiền mặt nữa quá bất tiện cho những bạn hông có thẻ ngân hàng thì lm sao chuyển tiền fdc mong bên tiki xem xét lại... Hoizzz,neutral,1,1,0,0,1,absa_annotation_batch_003.csv,medium,3,3
7b9eada7-465c-4e9b-ae0d-942a03b11fa2,Các mặt hàng quá đắt so với các ứng dụng khác,negative,1,1,0,0,1,absa_annotation_batch_003.csv,medium,3,3
7aea0895-7dc0-4104-9ba3-1602a6bfcaf8,"Rất thích tiki, nhưng cũng rất mệt mỏi vì mỗi lần nhấn vào sản phẩm gì đó xem, quay trở về thì lại về đầu trang web. Phần nhận xét cũng vậy nhấn vào hình xem các bạn ấy review, quay về thì vẫn tải lại từ đầu trang. Tiki deal rất nhiều, xem 50sp là 50 lần nhảy lại từ sp 1. thêm vào phần theo dõi cũng vẫn cứ tải hoài như bị lag mạng. Mong tiki khắc phục. Ủng hộ",positive,0,0,0,0,1,absa_annotation_batch_001.csv,medium,3,1
15ea7877-80cb-48a1-bee8-94fe7deaea67,"Kb tại sao mình k thể xem giỏ hàng đc, vào k hiện gì cả lúc trước rất thích tiki mua hàng cg ok nhưng hôm qua đến giờ mình muốn mua mà k thể nhìn đc sp trong giỏ",positive,0,0,0,0,1,absa_annotation_batch_001.csv,medium,3,1
d7b4973f-60cb-4d9d-bd85-f3da5d90b066,"Moi người ơi,, hãy tẩy chai cái app cho de này đi. Đkm nó mã giảm giá thì đeo sử dụng được,, mã miễn phí vận chuyển cũng đeo sử dụng được,, toàn là thanh toán zaloplay.. thanh toán con mẹ nó. Đkm nó không phải ai cũng có tk ngân hàng để tt. Moi người hãy chung tay tẩy chai cái app và xóa app này đi. Qua Lazada mua hàng cho sướng. Moi người không nên mua ở sendo và tuyệt đối không nên tt qua thẻ NH vì sendo không giải quyết nếu có lua dao say ra. Nên tẩy chai là vừa rồi",negative,1,1,1,0,1,absa_annotation_batch_001.csv,low,2,4
dd5261eb-d154-4121-a51e-d892a9f8ab8f,App mua sắm cskh rất kém săn sales ko giao hàng người bán và khâu vận chuyển xích mích tự hủy đơn hàng của khách và đổ thừa khách ko nghe máy. Rất tệ khi mua hàng ở app này mọi người qua shopee hay tiki mua hàng se ổn hơn.,negative,1,1,1,0,1,absa_annotation_batch_001.csv,low,2,4
311f0c0f-84fa-4655-83dc-cc0117924da0,"rất thích mua hàg ở tiki do không lo phải mua nhầm hàng giả. giá cả tuy hơi chênh lệch với các app khác một xíu nhưng tiền nào của đó, chất lượng hàng luôn rất tuyệt vời. hơn hết là thường có những đợt sale bung nóc. tuy nhiên trong thời gian gần đây tiki giao hàng khá chậm so với trược kia. đơn hàng được hoàn thành trog 1 thời gian khá dài. mong tiki sớm khắc phục.",positive,1,1,1,0,1,absa_annotation_batch_003.csv,low,2,4
24eb3f38-ddba-4037-b8c5-5157d6877834,Ứng dụng rất chán tìm kiếm sản phẩm cần mua không bao giờ thấy. Giá cao hơn các app khác,negative,1,1,0,0,1,absa_annotation_batch_001.csv,low,2,3
6fd2d0c0-459f-4c82-b586-87c1dbf34c31,"Lúc trước tiki cho mình trải nghiệm tốt bao nhiêu thì giờ cho mình trải nghiệm tệ bấy nhiêu. Lúc trước đặt hàng hơn tuần là có, bây giờ cả tháng vẫn chưa thấy hàng đâu. Tình trạng hủy đơn thì ngày càng phổ biến. Vẫn biết khi hủy đơn tiki sẽ cho mã giảm giá nhưng một hai lần thì còn chịu đc chứ, chứ cứ lần nào mua cũng hủy đơn như thế này thì ai mà chịu nổi. Sản phẩm ko thể giao cho khách đc thì đừng có để trên gian hàng chứ. Xong rồi hủy đơn hàng năm tiếng trời mới thông báo cho khách,khi cả ngày",neutral,1,1,0,0,1,absa_annotation_batch_001.csv,low,2,3
1ce1905d-e1c8-4098-8032-a7f4ef34d38c,tiki bị lỗi hay sao đấy ạ. E k vào xem sản phẩm đc. Sherch sản phẩm xog chỉ nhìn giá. Còn khi bấm vào xem chi tiết thì bị trắng màn hình rồi văng ra ngoài. Em đã thử xóa ứng dụng tải lại nhưng k khắc phục đc. Mong là tiki sẽ đc sửa lỗi ạ.,neutral,1,1,0,0,1,absa_annotation_batch_001.csv,low,2,3
49440d06-b34d-4bca-a400-63910ab75697,ứng dụng chỉ ở mức ổn thôi chứ chưa được tốt giao hàng cònchậmthông tin quảng cáo không giống nhưhàng mình đc nhận,negative,1,0,1,0,1,absa_annotation_batch_002.csv,low,2,3
a291577e-1425-430f-a81b-820f2ee3ef3e,Hack tốc độ giao hàng level max Mới đặt hàng đc 1 tiếng trước .1h sau là đóng gói xong r. App rất tốt,positive,1,0,1,0,1,absa_annotation_batch_002.csv,low,2,3
fb8f9923-296e-4bba-838c-2f7c15f2bff5,Đặt đơn hàng gần 1 tháng r vẫn ch có thông báo là đơn hàng lỗi giao hàng trễ. Trễ thì trễ nhưng s lại trễ dữ z,negative,1,0,1,0,1,absa_annotation_batch_002.csv,low,2,3
9d50a954-3a6c-4420-b825-f3b1eec1e34d,"Hàng ở tiki khá chất lượng tuy nhiên lúc nào đặt hàng cũng ở trạng thái bàn giao vận chuyển dự kiến là giao thứ 5 mà 3,4 hôm sau vẫn chưa thấy giao .Dự kiến giao hàng ko hề đúng mình mong tiki sẽ khắc phục khoản này thì sẽ có nhiều người sử dụng app hơn.",positive,1,0,1,0,1,absa_annotation_batch_003.csv,low,2,3
877a6e81-daca-4ebf-9236-72774970b648,Sendo cho shop tự hủy đơn hàng. Sau đó giao hàng giả cho khách hàng khi khách hàng sơ ý. Đề nghị Sendo kiểm soát các shop làm ăn gian dối.,neutral,1,0,1,0,1,absa_annotation_batch_003.csv,low,2,3
58ab2667-056d-4632-82c3-f2e0076d1c3b,"Trước đây thì rất hài lòng, nhưng từ đợt dịch thì làm ăn chán, ít khuyến mãi, mua được đơn hàng giảm giá thì lại bị bom hàng, gửi đến mấy cái túi rỗng",positive,1,1,0,0,1,absa_annotation_batch_003.csv,low,2,3
8ef302a7-dadb-445a-9a6b-820adeba16fc,Xử lý đơn hàng quá chậm.tôi đặt mua cái loa mà 3 ngày rồi mà đơn hàng vẫn chưa xử lý..gọi shop thì ko bắt máy,negative,1,0,0,0,1,absa_annotation_batch_001.csv,low,2,2
169aa462-32a0-49e6-ac18-539cf07a592c,giao hàng thật nhưng giao hơi lâu mong tiki sửa lỗi,negative,0,0,1,0,0,absa_annotation_batch_003.csv,high,6,1
2ed2b56a-1afa-4897-a5af-84a8469f304d,"Giao nhanh, chat lượng đúng như đặt và tốt",positive,1,0,1,0,0,absa_annotation_batch_001.csv,high,5,2
bc0e071b-c638-452b-a347-3b7e447dad7b,Phí vận chuyển dạo này đắt quá. Giao hàng tc 44k lận,negative,0,1,1,0,0,absa_annotation_batch_003.csv,high,5,2
dd04f5d1-6f31-4dae-8a78-93eb9cba8598,Đây là trang thương mại điện tử đbrr nhất cái việt nam này đặt từ 8/8 đến nay 15/8 vẫn chưa thấy shop bàn giao cho đơn vị vận chuyển mà cũng chẳng có tí động tĩnh nào tốt nhất qua lazada hay shopee mà mua nghỉ mẹ cái sendo đi,negative,0,0,1,0,0,absa_annotation_batch_001.csv,high,5,1
187a0d0a-84b2-478d-9d84-5dd891aad1a4,em mog tiki giào hàng nhanh hơn tí .. chứ hàng em tiki hẹn tới 1 tuần ms giao ..huhu.. em hóng hàng 😫😫,positive,0,0,1,0,0,absa_annotation_batch_001.csv,high,5,1
a5e2456c-8d72-474e-8170-42cb3fff25d7,"Giao hàng chậm như rùa bò còn thua bên lazada, thêm tiền hoa hồng cho tài xế chạy nhanh xíu mấy sếp bụng bự ơi",negative,0,0,1,0,0,absa_annotation_batch_003.csv,high,5,1
61698eb8-fc54-4143-afab-240bf9d5a0fe,"Quá tốt.đáng tin tưởng.Giao hàng nhanh hơn thời hạng,có nhiều khuyến mãi.hàng giống hình,cho tiki ngàn sao.Mua gân 10sp rồi nhưng món nào cũng tốt cả.cảm ơn tiki",positive,1,1,1,0,0,absa_annotation_batch_001.csv,medium,4,3
0f1a7f4f-7ed2-4c57-bde6-049190910d3b,"hơi thiếu chuyên nghiệp , không hiện tiền ship - không hiện địa điểm shop",negative,0,1,1,0,0,absa_annotation_batch_001.csv,medium,4,2
c1b66233-8555-4107-b8a5-e7d30d4c12cf,"ví nam da bò dập vân cá sấu rất đẹp ,để được nhiều giấy tờ .đóng gói sản phẩm kỹ và đẹp mắt.Cảm ơn TiKi và sẽ mua tiếp",positive,1,0,1,0,0,absa_annotation_batch_001.csv,medium,4,2
15d08291-5887-45e9-8c27-9d3ffcecbcf0,"Sản phẩm chất lượng đóng gói kỹ càng và có đầy đủ thông tin rõ ràng ,cảm ơn Tiki nhé",positive,1,0,1,0,0,absa_annotation_batch_001.csv,medium,4,2
2080751f-85ce-47b3-9e8c-ff901a0b6ae4,Tại sao khi đổi địa chỉ giao hàng cứ bảo không hợp lệ? Cần được hướng dẫn.,neutral,1,0,1,0,0,absa_annotation_batch_002.csv,medium,4,2
41c0689d-3837-44a1-998a-5dadf048723e,Tiền ship rẻ,neutral,0,1,1,0,0,absa_annotation_batch_002.csv,medium,4,2
f76472c5-6991-4c70-af7d-5a3adffaa5f6,"Ninja Van ko thèm giao hàng cho tui luôn, còn trả hàng lại nhà bán nữa chứ, trong khi tui chưa nhận dc hàng",negative,1,0,1,0,0,absa_annotation_batch_003.csv,medium,4,2
cd87d2bd-71fd-4163-abab-efe6d406b0dd,Ship quá tệ,negative,0,0,1,0,0,absa_annotation_batch_002.csv,medium,4,1
ce735e46-5d9f-4026-925f-614b53a1d78c,Shop quảng cáo là miễn phí ship mà khi đặt hàng thì vẫn thu phí ship hàng là sao vậy,neutral,1,1,1,0,0,absa_annotation_batch_001.csv,medium,3,3
336e0e17-cfd3-475c-b230-99f96d89e3a4,"CSKH tệ, tg giao hàng càng ngày càng chậm nhưng cũng không nói được câu đàng hoàng cho kh đỡ nóng lòng, toàn copy paste mà cũng tl chậm. NV thái độ dửng dưng, nuốt tiền của người khác hơn 1 tháng rồi, muốn hủy cũng không hủy được. Nếu được cho 0 sao thì cũng cho rồi. Lần đầu tiên muốn đánh giá 0 sao cho đơn vị nào đó :)",negative,1,1,1,0,0,absa_annotation_batch_002.csv,medium,3,3
0197f2a2-1b84-44f9-b504-ced997bf5bf2,8.8 ko cho ngta giực đồ j ht toàn giá cũ ko thất vọng về shop lắm shop tuy như vậy nhưng mà giao hàng nhanh hơn mấy shop khác cho shop 5 sao,positive,1,1,1,0,0,absa_annotation_batch_002.csv,medium,3,3
f99c95ed-6f2f-4d90-854a-fc9ec9cc61c5,Thích vì ap mua hàng cho kiểm tra.Nhưng ko thích vì tiền phí ship thu cao quá nên ko hay mua.,positive,1,1,1,0,0,absa_annotation_batch_003.csv,medium,3,3
ee8fa68f-de5c-449e-b6ac-6e31b372a727,"Giao hàng các kiểu ok, mà event lừa đảo kinh dị",negative,1,0,1,0,0,absa_annotation_batch_002.csv,medium,3,2
fcfa3bd0-eec3-45bf-bf0f-2381f3269333,"Ship 38k , để giành sài luôn đi",negative,0,0,1,0,0,absa_annotation_batch_001.csv,medium,3,1
10857c19-baf7-4c93-9322-dc783dd9fded,"Lần đầu và cũng là lần cuối mua của tiki, ship cái chảo không có nắp, hẹn lên hẹn xuống. Chán đcđ",negative,0,0,1,0,0,absa_annotation_batch_003.csv,medium,3,1
7de56647-1a53-400a-8171-38d8df159074,"Sendo ban hang rẻ hơn so với trang TM điện tử khác, thường miễn ship và có voucher gỉam giá. Giao diện dễ sử dụng, Nhưng hàng sendo bán thường không chât luong như tiki, lazada, nhiều Hang nhái. Về thời trang thì zỏm thôi rồi, mua về là vứt. Đề nghị sendo kiểm duyệt shop và sản phẩm trước khi đăng bán, mong sendo cải tiến, dù sao cũng luôn ủng hộ sendo",positive,1,1,1,0,0,absa_annotation_batch_001.csv,low,2,3
5b262891-6bea-4498-b596-34d347106929,"Thu phí vận chuyển cao quá, hàng bán cũng đắt hơn chỗ khác.",negative,1,1,1,0,0,absa_annotation_batch_002.csv,low,2,3
821567ce-7a33-455e-a6d1-ace0712f3e6b,"Mỗi lần mua hàng đã số là phải chờ đến từ 5 đến 6 ngày mới nhận được hàng , tôi đặt hàng 2 lần 1 sản phẩm đó và cùng 1 shop đó ,1 lần thì đợi đến khoản 7 ngày người giao hàng kg liên hệ với tôi mà lại bị hủy đơn do giao kg thành công, và 1 lần thì đợi shop xác nhận đến khoản 7 ngày cũng bị hủy đơn vì shop chưa xác nhận có hàng , mỗi khách sử dụng đc 5 mã miễn phí vận chuyển từ 0đ trong tuần vậy mà tôi chưa dùng đủ 5 mã đã kg dg đc nữa. vv.. NAM MÔ A DI ĐÀ PHẬT",negative,1,1,1,0,0,absa_annotation_batch_003.csv,low,2,3
a6491d78-8973-42e3-82db-e01e7d2f2e30,Báo giá chuẩn để người mua còn biết đằng này báo 1 giá vào xem lại báo giá khác,negative,0,1,0,0,0,absa_annotation_batch_002.csv,high,5,1
36123621-8b4f-42f7-acfe-8570af91cd9f,Hàng tốt giao tốt nhưng tiền gia hàng quá mắc 😞,neutral,1,1,0,0,0,absa_annotation_batch_002.csv,medium,4,2
0c5503d0-b30e-4f57-8524-1a8208c17e8b,"Mua 1 quyển sách mà cứ tự động tính tiền các quyển giới thiệu. Lại mất công 
tích lại.",neutral,0,1,0,0,0,absa_annotation_batch_001.csv,medium,4,1
1ad45a23-61a6-46e9-a75f-93610f67d2c9,"Mình cần mua côn nhị khúc. Năm 2019 thấy bán rất đa dạng, giá cả hợp lý. Giờ tìm không thấy cái nào",negative,0,1,0,0,0,absa_annotation_batch_002.csv,medium,4,1
6719944b-af71-4c2c-a520-044db83c2d50,"Mình chưa mua gì nhưng xem giá thì thấy thấp hơn các shop khác , thế là hợp tâm lý người tiêu dùng rồi.",neutral,0,1,0,0,0,absa_annotation_batch_003.csv,medium,4,1
5bdc3a05-fdf2-443c-bd90-261c3b773c83,Rất nhiều đồ rẻ mà còn chất lượng nữa,positive,1,1,0,0,0,absa_annotation_batch_001.csv,medium,3,2
e954686f-94d5-444c-a88c-3856579d9235,"Tiki làm tốt ,khách hàng không cần gì nhiều ,chỉ cần các shop trả lời mọi thắc mắc của khách hàng, chính sách luôn cho khách hàng kiểm tra hàng , không ai dại gì mua trâu mà vẻ bóng.",positive,1,0,0,0,0,absa_annotation_batch_002.csv,medium,4,1
f04bb8ad-8995-496a-80fe-5a5c7a408d8c,Con xem chất lượng hàng về đến nơi có đúng hay không nhé,positive,1,0,0,0,0,absa_annotation_batch_001.csv,medium,3,1
6c157154-bab3-4b94-8147-82c6b23b9ab6,hàng chất lượng,positive,1,0,0,0,0,absa_annotation_batch_002.csv,medium,3,1
1fb9ccff-a034-48a8-a8bf-3efef218ae34,Cần sử lý đuổi mấy shop lừa đảo,negative,0,0,0,0,0,absa_annotation_batch_001.csv,medium,4,0
b1b5d3ce-fbde-4bed-a265-ba3e6ee8d9f7,"Dở nhất là không xoay ngang màn hình đươc! Muốn ủng hộ người Việt Nam nên tăng cường ưu tiên dùng Sendo, nhưng phần mềm phải tiện dụng, xử lý được lừa đảo mới thu hút người dùng.",negative,0,0,0,0,0,absa_annotation_batch_001.csv,medium,4,0
c14f4a7d-1f5d-4001-a0fb-348ce83a4825,Mình muốn xài mà không biết vào shop đó mua nhiều món mà ko biết sao,neutral,0,0,0,0,0,absa_annotation_batch_001.csv,medium,4,0
08de3bee-381d-4049-ba32-48ba493d2384,Có shop lừa đảo chán vloz,negative,0,0,0,0,0,absa_annotation_batch_001.csv,medium,4,0
880e6509-fad3-410b-bf24-6831f149f707,tiki chỉ giao 2 tiếng khi ởi TP HCM thôi 🤔,neutral,0,0,0,0,0,absa_annotation_batch_002.csv,medium,4,0
d31f2ed0-a1c9-421b-be2c-6379f841802a,Mong đừng nổi quảng cáo lên màn hình khi đang xem mục khác,neutral,0,0,0,0,0,absa_annotation_batch_002.csv,medium,4,0
34c2c555-7125-4ec5-b25c-6c9fe215d6bc,Ko hiểu s đặt hàq 3 lần r mà đel dao 😂😂👏,neutral,0,0,0,0,0,absa_annotation_batch_003.csv,medium,4,0
4a8055c9-a4a0-4669-bcea-3d1a5b4b5333,hinh như ko có phần chát vơi shop,neutral,0,0,0,0,0,absa_annotation_batch_003.csv,medium,4,0
20f80ce2-8002-4b58-baed-7c07e7caf14d,"ôi em vừa vào chọn đồ, hễ nhấp vào là bị thoát ra k thể nào đc. Phải làm cách nào để khắc phục ạ?",positive,0,0,0,0,0,absa_annotation_batch_003.csv,medium,4,0
f07c3942-60be-4196-98e8-383c82765717,Âm thanh thông báo luôn làm tôi giật mình.,neutral,0,0,0,0,0,absa_annotation_batch_003.csv,medium,4,0
a18d9139-b6ed-4aba-86c7-cb269b2a8c45,"Tiki làm ăn uy tín, mình rất hài lòng",positive,0,0,0,0,0,absa_annotation_batch_001.csv,medium,3,0
eae36baa-1166-401a-aaf6-ce1d6e5aa871,Mấy bữa nay sao thấy TiKi giao trễ và ko đúng hẹn nữa!😤,negative,0,0,0,0,0,absa_annotation_batch_001.csv,medium,3,0
dd3e8cc4-8b2a-4a28-8060-a49093358d76,"Hai ngày nay không xem được bình luận trên senlive không mua gì được , mặc dù đã thoát ra nhiều lần và cài đặt lại, thất vọng quá,",negative,0,0,0,0,0,absa_annotation_batch_003.csv,medium,3,0
cfad1b9d-169e-4ec0-a0f3-40bd7081b25d,3sao khi cho mấy shop k uy tín vô,positive,0,0,0,0,0,absa_annotation_batch_003.csv,medium,3,0
6581fa14-e8a1-4749-a581-2adacd1ac001,Lừa đảo giựt cô hồn gì chưa 1s đã hết món,negative,0,0,0,0,0,absa_annotation_batch_003.csv,medium,3,0
49d9db20-833d-43e3-9047-3a39f34c17f4,San pham rat tot,positive,0,0,0,0,0,absa_annotation_batch_003.csv,medium,3,0
72b13d86-ab29-471e-8356-ccb1fa03c286,Hang nhanh phi giam rat tot,positive,0,0,0,0,0,absa_annotation_batch_001.csv,low,2,0
0487e372-14bf-47a5-ba65-8b754954b12a,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000danh cho TIKI,positive,0,0,0,0,0,absa_annotation_batch_001.csv,low,2,0
936cf1ef-7578-4fe7-bcb7-814d4b2ea734,Giao diện khó dùng. Ít đồ,neutral,0,0,0,0,0,absa_annotation_batch_001.csv,low,2,0
63d77519-c2d6-4e6d-9390-a5f0d49298c7,Giao hang châm,negative,0,0,0,0,0,absa_annotation_batch_001.csv,low,2,0
a08d6f93-038f-4149-902a-de77565bb4fa,"Quảng cáo lắm, đang xem hàng để đặt thì cứ quảng cáo tiki app😓",negative,1,0,0,0,1,absa_annotation_batch_001.csv,low,2,2
38b9212b-1bbd-435e-ba36-512405e98cc1,Xài app thì tốt đấy ổn định nhưng hàng muốn tìm thì ít quá ko nhiều muốn mua thì phải mua bên khác,neutral,1,0,0,0,1,absa_annotation_batch_001.csv,low,2,2
80c7364c-0594-416d-a4d8-81289781d3b0,"Trên tiki mua sách thì siêu rẻ, khỏi phải bàn. Còn những món khác như: mỹ phẩm, hàng điện tử,... thì chẳng rẻ tẹo nào!",neutral,1,1,0,0,0,absa_annotation_batch_001.csv,low,2,2
2a79fafd-2021-4e42-b1a0-01e58f1d607c,"Tôi nói cho mấy bạn dev nghe nè, muốn cạnh tranh với shopee thì làm ăn cho đàng hoàng. Lần nào mở sale vô cũng giật lag tùm lum, mua ko đc gì hết trơn. Sáng nay có event Giựt cô hồn trời ơi nó lag, mở wifi rồi 4g các kiểu ko load nổi. Đừng nói máy tui note10+ mà chậm nghe. Xưa nay tui dùng song song shopee với tiki mà giờ chắc xóa tiki quá. Đừng đổ tiền vào đua với shopee nữa, làm ăn vậy nghỉ giùm cho rồi.",negative,0,1,0,0,1,absa_annotation_batch_001.csv,low,2,2
5abbfdd7-1261-4c98-8dea-3bd140666ba1,Hủy đơn hàng kiểu gì?,neutral,1,0,0,0,1,absa_annotation_batch_001.csv,low,2,2
dfd435cc-d5ba-4480-911f-40665e17a4a3,"Giao hàng không chuyên nghiệp, tự động hủy, bảo giao lại không giao, khi liên hệ lần 2 có đặt hàng lại cho mình rồi hẹn thứ 3 giao, nay sáng 9h35 nhắn tin sẽ giao đến trong vòng 30p thì gọi liên hệ lúc 9h30 3 lần không được. 9h39 đã nhắn tin hủy đơn. Mình cầm điện thoại thoại đâu mà biết nay giao lúc đó. Cạch mặt bọn Tiki",negative,1,0,1,0,0,absa_annotation_batch_001.csv,low,2,2
6e26cbe7-3963-4712-b73b-3160778e24b5,"Cực kì thích tiki, từ những món đồ tui mua cho đến shipper và thời gian giao hàng tất cả đều OK !!",positive,1,0,1,0,0,absa_annotation_batch_001.csv,low,2,2
0e7897ec-9d04-4ee2-bee4-f1c584535cca,Sao hk có chổ hủy đơn hàng zậy ạ,neutral,1,0,0,0,1,absa_annotation_batch_001.csv,low,2,2
55231634-31de-47f8-9e80-c723c632b20b,Đặt hàng toàn bị hủy thanh toán thì toàn bắt thanh toán trước,negative,1,0,0,0,1,absa_annotation_batch_001.csv,low,2,2
744459a2-b051-41ca-ac51-65d6553e6647,Càng ngày càng như qq giao hàng thì trể liên hệ thì chả biết chát trực tiếp ở đâu😡😡,negative,1,0,1,0,0,absa_annotation_batch_001.csv,low,2,2
f95c42a4-94b6-4541-9a39-f846c46298a8,"Mình rất tin tưởng khi mua hàng trên tiki. Ứng dụng tốt, ko đơ giật hay lag ngay cả lúc cao điểm mua sắm.",positive,1,0,0,0,1,absa_annotation_batch_001.csv,low,2,2
0a47162f-0b70-4b21-87b9-ed49f51d99b3,Tốt. Nếu thêm nhiều hàng mới giảm giá nữa thì tuyệt hơn.,positive,1,1,0,0,0,absa_annotation_batch_001.csv,low,2,2
4090144b-cb56-446b-8e52-55f1899e3912,"Đề nghị sendo xem xét lại cách giao hàng cho khách,giao hàng vì mà lâu quá",neutral,1,0,1,0,0,absa_annotation_batch_002.csv,low,2,2
5e83adc4-3997-411f-8cd5-fae959900b7d,Thanh toán tiền mặt sao không được,positive,0,1,0,0,1,absa_annotation_batch_002.csv,low,2,2
c4c66a55-5049-42f3-8d2f-c17173084577,Cho mik hỏi hủy đơn hàng ở đâu,negative,1,0,0,0,1,absa_annotation_batch_002.csv,low,2,2
bc7b7ebf-40a6-4714-a9e7-6a48f3aa3867,"Đáng lẽ đánh giá 5 sao.lúc mới vào rất tốt, đang mua hàng ngon trớn mua lia lịa thì bỗng dưng có nhiều món hàng cứ bị hủy... Nhưng hổng sao. Rồi đến một ngày nọ có món hàng bị hủy mà không chịu hòan tiền lại cho khách, đến nỗi khách phải vừa chờ đợi vừa khiếu nại thật lâu mới được... Còn nữa... Giận nghĩ chơi một thời gian.",positive,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
6119eacf-bfa8-4a7b-9946-271f6528319c,rất ýt hàng .và giá thành rất cao so với thị trường.. shoppe vẫn đa dạng hàng hóa và đa dạng giá cả nhất..,neutral,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
9ddb9a99-adf3-40c2-a77b-53c1cdef0875,Tiền ship quá đắt,negative,0,1,1,0,0,absa_annotation_batch_002.csv,low,2,2
6759a3ef-127c-4383-a7bb-7fc93dbac9e2,Đặt 1 đơn hàng mà 3 ngày trời không thèm xử lý là đủ hiểu rồi,negative,1,0,0,0,1,absa_annotation_batch_002.csv,low,2,2
09f501c9-e251-47cd-a641-c8e5d935982a,Hàng đắt tiền thì dao ok . Còn hàng rẻ thì giao chậm rồi con dao hàng tùm bậy nửa. Đặt ốp lưng kính cường lực thì lại giao kính cường lực . Bó tay,negative,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
a982a96f-c81c-4dac-a85d-1fbf9355ad45,Tiki dạo này xử lý đơn hàng quá lâu,neutral,1,0,0,0,1,absa_annotation_batch_002.csv,low,2,2
2d2c7571-73b2-42d3-b821-f3ab8836bab2,"Đặt hàng cả nửa tháng ko thấy giao , nhắn tin thì shop cũng ko thèm trả lời chán. Thanh toán trước nên muốn giao như thế nào cũng dc hả😡😡😡😡",negative,1,0,0,0,1,absa_annotation_batch_002.csv,low,2,2
2685cadf-d00a-49ef-aa31-356d31bfc16e,hàng đẹp giá tốt tôi rất thích tìm gì cũng có,positive,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
4f28506f-2c2f-4d07-8884-b9866012b789,Các sản phẩm đăng bán trên sendo đắt hơn shopi,neutral,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
8fece9c7-ad17-4796-91e2-e1c2f8b9fe10,Tải hình đánh giá sản phẩm này nó lại load hình của sản phẩm mình mua trước đó 1 thời gian. Bực bội ghê,neutral,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
cfaeb575-ab8f-4adf-b5de-77ece39d35a7,Giao hàng sai yêu cầu,negative,1,0,1,0,0,absa_annotation_batch_002.csv,low,2,2
34998f50-113a-4e0c-bb9f-05457ced4a9a,"khách đặt hàng trả tiền cho vui, đặt xong shop tự hủy kệ mẹ khách hàng 🙄",negative,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
57503b14-a12b-408d-88fa-5e0c2694a2b9,"Chưa hoàn thiện về việc trả lại tiền cho khách hàng, đợi chờ quá lâu, cần phải trả ngay cho khách hàng sau khi giải quyết vấn đề xong.",positive,1,1,0,0,0,absa_annotation_batch_002.csv,low,2,2
6434db36-af14-4d7c-88bf-f9b9e86704d7,Ko cho hủy đơn. Ship trả hàng quá chậm và phức tạp. Nhìn như sắp phá sản.,negative,1,0,1,0,0,absa_annotation_batch_002.csv,low,2,2
a9f51b6e-9e7c-42d8-8138-9010a8734cbb,làm thế nào để hủy đơn hàng ạ,negative,1,0,0,0,1,absa_annotation_batch_002.csv,low,2,2
